file_name,highest_peak,0_FFT mean coefficient_32,mean,standard_deviation,rms_val,top3_peak,entropy,kurtosis_val,skewness,time_diff,peak_to_peak,,pca_comp_0,pca_comp_1,pca_comp_2,max_frequency
2004.02.15.21.22.39,0.040661482,6.12E-05,0.061648145,0.000789517,0.078451038,0.064364107,4.878017665,0.422214133,0.033720106,554400,0.756,,-15056862.25,-19285.3296,631.6892463,123.1809747
2004.02.15.21.32.39,0.040921317,6.67E-05,0.060716748,0.000769815,0.077125984,0.059856449,4.860266197,0.476436447,0.031190357,555000,0.706,,-13604696.7,-15576.94389,699.6967076,123.1809747
2004.02.15.21.42.39,0.039002662,6.82E-05,0.060460693,0.0007658,0.076649161,0.064177174,4.855989908,0.364938713,-0.009899719,555600,0.738,,-13718448.03,-16514.44525,679.5243062,123.1809747
2004.02.15.21.52.39,0.038701829,5.24E-05,0.059829932,0.000752227,0.076097151,0.058657194,4.848885467,0.404698334,0.055313967,556200,0.825,,-14663980.67,-19919.72794,646.5604058,123.1809747
2004.02.15.22.02.39,0.042408203,6.72E-05,0.06113252,0.000775101,0.07746999,0.06306087,4.866255958,0.416425937,-0.020252265,556800,0.931,,-10708268.57,-8783.743964,749.123514,123.1809747
2004.02.15.22.12.39,0.035225754,6.02E-05,0.061449756,0.000774253,0.078005173,0.06113296,4.870766189,0.548589601,0.007311364,557400,0.756,,-11596067.7,-12017.72407,744.2858459,123.1809747
2004.02.15.22.22.39,0.040808496,6.57E-05,0.061097021,0.000774264,0.07763653,0.061153032,4.869054386,0.377943662,-0.043333818,558000,0.786,,-9885179.608,-7541.863677,753.5663814,123.1809747
2004.02.15.22.32.39,0.03998773,6.95E-05,0.062563965,0.00078646,0.079188401,0.058869365,4.889024047,0.322406947,-0.001681794,558600,0.725,,-11234128.17,-12143.87741,755.0591771,123.1809747
2004.02.15.22.42.39,0.036296009,5.82E-05,0.061390186,0.000773961,0.07754853,0.064346518,4.868001497,0.267720121,-0.019434228,559200,0.83,,-10280072.39,-9913.430398,744.1540559,123.1809747
2004.02.15.22.52.39,0.028511456,5.50E-05,0.061982764,0.000778532,0.078560429,0.063223572,4.878658698,0.388513495,0.016657463,559800,0.791,,-10187638.46,-10239.23097,757.5128663,123.3030569
2004.02.15.23.02.39,0.039439065,3.79E-05,0.062387744,0.000788856,0.078981968,0.064300926,4.884555367,0.407003455,-0.055309294,560400,0.718,,-9700401.569,-9393.703453,753.9887693,123.1809747
2004.02.15.23.12.39,0.039722422,6.62E-05,0.062484668,0.00078635,0.07907628,0.059227236,4.886101352,0.347474363,-0.055237471,561000,0.855,,-12015741.99,-16862.81911,725.9414425,123.1809747
2004.02.15.23.22.39,0.04244429,5.31E-05,0.061559863,0.000789116,0.078220477,0.06441185,4.873640449,0.545918411,0.027530549,561600,0.789,,-13306362.41,-21292.01818,672.9666797,123.1809747
2004.02.15.23.32.39,0.04129971,6.40E-05,0.061185547,0.000779138,0.077815509,0.061034185,4.87066934,0.432699913,-0.016503285,562200,0.693,,-11859589.52,-17599.4534,763.7543129,123.1809747
2004.02.15.23.42.39,0.041327969,6.42E-05,0.061322949,0.000775238,0.077529087,0.060553234,4.86672606,0.302999001,-0.002108302,562800,0.896,,-9509855.912,-11228.6636,682.5719383,123.1809747
2004.02.15.23.52.39,0.041304459,5.44E-05,0.064163086,0.00082006,0.081535446,0.063171793,4.914924571,0.566688921,0.009621056,648600,0.862,,-12544649.77,-106031.9481,1003.546026,123.1809747
2004.02.16.00.02.39,0.037580026,7.10E-05,0.060749902,0.000770786,0.076801782,0.063154341,4.856894107,0.356173004,-0.003874626,649200,0.723,,-11348826.68,-103084.1979,1001.494021,123.1809747
2004.02.16.00.12.39,0.043053471,6.12E-05,0.061643604,0.000788412,0.078314873,0.062372741,4.876589856,0.388991962,0.015403101,649800,0.693,,-12328735.5,-106591.4053,990.1326968,123.1809747
2004.02.16.00.22.39,0.034830158,6.33E-05,0.060910107,0.000769378,0.07714297,0.06221085,4.862174069,0.352796205,0.011436284,650400,0.786,,-11234897.79,-103946.2752,970.7645371,123.1809747
2004.02.16.00.32.39,0.040221742,6.56E-05,0.061634717,0.000779476,0.078354563,0.060092382,4.876235137,0.44221757,0.02078424,651000,0.72,,-12952035.17,-109640.6924,960.1638037,123.1809747
2004.02.16.00.42.39,0.040101139,6.23E-05,0.06112666,0.000771335,0.077421087,0.063595642,4.867987005,0.283915236,-0.03033274,651600,0.761,,-14308250.55,-114264.1258,1004.037443,123.1809747
2004.02.16.00.52.39,0.043137845,6.79E-05,0.059529541,0.000761172,0.075571689,0.064596757,4.841448973,0.371807245,0.026865235,652200,0.718,,-13609304.56,-112790.7867,918.1210964,123.1809747
2004.02.16.01.02.39,0.04046108,7.94E-05,0.061532617,0.000771308,0.077882951,0.062882558,4.872395621,0.331287327,0.017214517,652800,0.83,,-13213628.4,-112217.1333,862.4849038,123.1809747
2004.02.16.01.12.39,0.041849307,5.45E-05,0.062038623,0.000786609,0.079038232,0.060361995,4.884611254,0.473114399,-0.056854705,653400,0.796,,-11794117.59,-108605.1774,1031.765848,123.1809747
2004.02.16.01.22.39,0.038312908,6.62E-05,0.060091309,0.000761306,0.076502436,0.059967019,4.853071828,0.443363764,0.026379185,654000,0.723,,-13508841.15,-114292.6619,925.0471393,123.1809747
2004.02.16.01.32.39,0.039106008,6.91E-05,0.061567236,0.000779228,0.078220622,0.060964396,4.875621809,0.320197487,0.016040021,654600,0.774,,-8227808.748,-99224.67336,1080.395436,123.1809747
2004.02.16.01.42.39,0.039635242,5.50E-05,0.062801709,0.000796186,0.0796215,0.062911162,4.892642291,0.37007201,0.014719834,655200,0.806,,-12492918.86,-112478.6951,931.2183023,123.1809747
2004.02.16.01.52.39,0.042972284,7.47E-05,0.062653955,0.000804031,0.079556543,0.062948974,4.893417031,0.375578519,0.002920262,655800,0.891,,-9767706.826,-104993.5059,994.0482341,123.1809747
2004.02.16.02.02.39,0.039802705,6.30E-05,0.062994385,0.000801475,0.080108293,0.059831967,4.897283189,0.526004818,0.021529084,656400,0.765,,-12171651.65,-112725.4627,973.6142893,123.1809747
2004.02.16.02.12.39,0.040402411,5.50E-05,0.061488525,0.000772034,0.0779008,0.061620075,4.872634877,0.338760642,0.007922597,657000,0.77,,-11976652.21,-112746.9485,979.6130775,123.1809747
2004.02.16.02.22.39,0.040033094,7.49E-05,0.062045557,0.000784861,0.07848352,0.060137031,4.880727056,0.277713562,0.008623626,657600,0.826,,-14273909.6,-120162.5462,923.3405117,123.1809747
2004.02.16.02.32.39,0.042770496,6.25E-05,0.061701172,0.000781698,0.07816137,0.061843984,4.875423417,0.370188494,0.032180134,658200,0.764,,-12584153.87,-115749.278,968.3830316,123.1809747
2004.02.16.02.42.39,0.039640376,4.16E-05,0.061289648,0.000777172,0.077828426,0.058990665,4.870185653,0.458982256,0.008831341,658800,0.713,,-11243241.23,-112371.0951,966.7811576,123.1809747
2004.02.16.02.52.39,0.038696312,4.96E-05,0.062703711,0.000798855,0.07946397,0.06309679,4.891634991,0.330437393,0.044353934,659400,0.774,,-13296009,-119061.1754,982.6173442,123.1809747
2004.02.16.03.02.39,0.039407785,5.82E-05,0.060869092,0.000770592,0.077119787,0.059728889,4.861423189,0.393770593,0.004784975,660000,0.853,,-10576205.28,-111592.4774,905.9401724,123.1809747
2004.02.16.03.12.39,0.043114304,6.78E-05,0.064636475,0.000838733,0.082265112,0.063937352,4.924531382,0.500374074,-0.007223063,660600,0.813,,-8680498.718,-106568.4808,846.0906422,123.1809747
2004.02.16.03.22.39,0.040706551,8.15E-05,0.066211182,0.000855665,0.08432589,0.062584388,4.949207841,0.450844802,-0.029106629,661200,0.764,,-9022634.071,-108183.4595,868.5649562,123.1809747
2004.02.16.03.32.39,0.039707974,6.63E-05,0.066476514,0.000865907,0.08428005,0.062328425,4.950716856,0.378376512,-0.009241177,661800,0.747,,-11590541.87,-116401.9528,842.3495946,123.1809747
2004.02.16.03.42.39,0.0413736,6.25E-05,0.065578857,0.000848229,0.083098508,0.062183679,4.936428691,0.291130868,-0.026798607,662400,0.749,,-10288502.02,-113138.9259,909.5656554,123.1809747
2004.02.16.03.52.39,0.042423857,7.19E-05,0.065423584,0.000845185,0.082668088,0.064698376,4.932913423,0.208979213,-0.018092357,663000,0.83,,-7330510.884,-104963.2688,895.1552603,123.1809747
2004.02.16.04.02.39,0.035541968,5.16E-05,0.06626748,0.000858668,0.084271249,0.063690556,4.950057151,0.39805577,0.013995406,663600,0.889,,-6707767.458,-103715.7424,889.4015422,123.1809747
2004.02.16.04.12.39,0.040871101,6.49E-05,0.067622119,0.000878446,0.085987232,0.064597528,4.968356551,0.470312907,0.014674509,664200,0.986,,-11228145.69,-117726.9918,783.9385448,123.1809747
2004.02.16.04.22.39,0.041224322,6.03E-05,0.066467041,0.000857956,0.08444288,0.065945493,4.951028599,0.486513003,0.012273897,664800,0.762,,-9917073.136,-114436.9486,914.9813982,123.1809747
2004.02.16.04.32.39,0.039398811,6.00E-05,0.065141699,0.00084141,0.082682559,0.067187156,4.932533856,0.265958559,-0.031749594,665400,0.796,,-10844650.85,-117789.0523,855.8223052,123.1809747
2004.02.16.04.42.39,0.041772791,4.77E-05,0.065737598,0.000856285,0.083637952,0.065161253,4.94285027,0.381805442,-0.005056334,666000,0.81,,-11723732.78,-120997.1739,812.8328465,123.1809747
2004.02.16.04.52.39,0.033672768,7.26E-05,0.066111719,0.000865385,0.083815712,0.067201271,4.944817719,0.387673707,-0.011899977,666600,0.794,,-8328675.234,-111524.7706,829.0306937,123.1809747
2004.02.16.05.02.39,0.039664161,6.83E-05,0.067155615,0.0008768,0.085516552,0.066709923,4.963853957,0.394601508,0.014266713,667200,0.776,,-9593607.148,-115877.5769,830.9511758,123.1809747
2004.02.16.05.12.39,0.041012107,6.52E-05,0.06632876,0.000868565,0.084301201,0.06400034,4.949100748,0.36586974,-0.008100767,667800,0.781,,-7058201.216,-108955.6755,816.8851121,123.1809747
2004.02.16.05.22.39,0.033159826,5.60E-05,0.068130127,0.000897789,0.086978857,0.068828578,4.980627538,0.436417378,0.032953779,668400,0.889,,-10434908.57,-119573.4616,836.7661327,123.1809747
2004.02.16.05.32.39,0.038747209,6.90E-05,0.0665854,0.000873804,0.084785831,0.066412035,4.954719671,0.428763798,0.011074611,669000,0.787,,-9166975.916,-116411.8248,852.9766249,123.1809747
2004.02.16.05.42.39,0.033884188,6.89E-05,0.067204688,0.000879753,0.085168472,0.067180937,4.959998953,0.328948999,-0.01634806,669600,0.784,,-6507968.603,-109123.2705,837.2140238,123.1809747
2004.02.16.05.52.39,0.038953058,5.73E-05,0.068267432,0.000894133,0.086991699,0.063213188,4.979660551,0.434008516,-0.027815761,670200,0.777,,-6670998.923,-110206.7871,875.4059388,123.1809747
2004.02.16.06.02.39,0.037771683,7.01E-05,0.068510156,0.000907291,0.086955287,0.066601092,4.981308087,0.316694188,-0.037450901,670800,0.833,,-6203208.043,-109419.1415,807.4658289,123.1809747
2004.02.16.06.12.39,0.040051343,7.44E-05,0.068842139,0.000905765,0.087900802,0.069004603,4.991089826,0.430147194,-0.022819723,671400,0.752,,-8631112.349,-117222.0884,834.7873972,123.1809747
2004.02.16.06.22.39,0.042552572,6.25E-05,0.067406641,0.000888847,0.085650322,0.067621275,4.965392178,0.436358646,-0.030115243,672000,0.937,,-8699960.036,-118026.3538,844.5842756,123.1809747
2004.02.16.06.32.39,0.041248911,5.93E-05,0.067037598,0.000885674,0.085446381,0.068813344,4.962292853,0.478006918,-0.005672868,672600,0.833,,-8324059.718,-117511.2457,820.9544611,123.1809747
2004.02.16.06.42.39,0.038675592,6.93E-05,0.06806416,0.000897463,0.086613012,0.064455691,4.976266788,0.486223324,0.021692794,673200,0.828,,-8603915.435,-118941.6386,771.028802,123.1809747
2004.02.16.06.52.39,0.040297447,7.25E-05,0.068805469,0.000911049,0.087604356,0.070066397,4.987885439,0.444384502,0.027450195,673800,0.839,,-10201924.9,-124282.7108,724.7771216,123.1809747
2004.02.16.07.02.39,0.04387805,4.98E-05,0.069295361,0.000923954,0.088199578,0.072098207,4.994788104,0.465482155,-0.003868879,674400,0.794,,-10665226.9,-126257.0882,776.320034,123.1809747
2004.02.16.07.12.39,0.041498682,6.39E-05,0.067457129,0.000898385,0.086053892,0.06838899,4.968620669,0.492734963,-0.019651157,675000,0.864,,-10710309.43,-126991.25,632.8675678,123.1809747
2004.02.16.07.22.39,0.043329816,5.59E-05,0.070137793,0.000938134,0.089178264,0.072712983,5.006448823,0.400094194,0.027676746,675600,0.762,,-10162312.21,-125964.963,785.1309225,123.1809747
2004.02.16.07.32.39,0.037359889,7.21E-05,0.067249609,0.000886525,0.085617116,0.061936753,4.965649966,0.40487944,0.006372641,676200,0.777,,-8241564.31,-120866.6707,766.7544599,123.1809747
2004.02.16.07.42.39,0.041018455,8.41E-05,0.069289844,0.000925878,0.088273657,0.072353903,4.997158041,0.365939453,-0.042267392,676800,0.842,,-7091895.132,-118055.7668,791.0802882,123.1809747
2004.02.16.07.52.39,0.039986463,7.57E-05,0.069774561,0.000924022,0.088833513,0.072028074,5.001558684,0.377094505,0.010986231,677400,0.83,,-5276491.204,-113269.539,916.2361778,123.1809747
2004.02.16.08.02.39,0.030922286,6.23E-05,0.06872002,0.000902285,0.087305377,0.067465595,4.985318692,0.376203364,0.003188742,678000,0.879,,-9227019.465,-125590.3348,778.7595622,123.1809747
2004.02.16.08.12.39,0.038624152,6.96E-05,0.068662793,0.000915493,0.087478856,0.070837965,4.985245979,0.439604945,-0.02233087,678600,0.86,,-9353974.657,-126567.091,726.7240493,123.1809747
2004.02.16.08.22.39,0.041896877,6.61E-05,0.069813721,0.000938142,0.088917076,0.079411217,5.001696336,0.440246991,-0.012189203,679200,0.734,,-9837703.632,-128601.8569,827.7706064,123.1809747
2004.02.16.08.32.39,0.034402414,8.23E-05,0.067802002,0.000895877,0.086065335,0.066271647,4.971830535,0.321303614,-0.015844278,679800,0.896,,-8894205.023,-126402.95,765.2246501,123.1809747
2004.02.16.08.42.39,0.042173454,7.08E-05,0.069245703,0.000927149,0.088497524,0.07179481,4.996188206,0.541208594,-0.019660453,680400,1.057,,-9742343.119,-129519.2132,754.3116051,123.1809747
2004.02.16.08.52.39,0.041453422,4.91E-05,0.068674463,0.000923814,0.087849364,0.069603289,4.98890743,0.576038135,0.007928481,681000,0.792,,-9920053.738,-130646.3548,770.4413858,123.1809747
2004.02.16.09.02.39,0.038955643,7.09E-05,0.068173926,0.000912374,0.086926322,0.067920773,4.979193074,0.466766195,-0.002624868,681600,0.894,,-10142367.39,-131905.9495,772.2948384,123.1809747
2004.02.16.09.12.39,0.043110011,6.22E-05,0.068065723,0.000911587,0.086743334,0.073674028,4.978949079,0.447985833,-0.039237063,682200,0.94,,-6120528.744,-120573.995,809.1942198,123.1809747
2004.02.16.09.22.39,0.03402421,5.55E-05,0.069419873,0.000921774,0.088536205,0.071029598,4.998728393,0.442394837,-0.006525636,682800,0.835,,-8063704.973,-126939.038,789.685725,123.1809747
2004.02.16.09.32.39,0.041604824,5.15E-05,0.069054639,0.000927075,0.088140842,0.071813989,4.994022817,0.422073579,-0.006373399,683400,0.725,,-7830314.371,-126846.8893,699.4821195,123.1809747
2004.02.16.09.42.39,0.034835516,6.63E-05,0.070401367,0.000954078,0.089987005,0.071460087,5.014986468,0.418621701,0.03417205,684000,0.83,,-9737922.88,-133106.15,738.6391631,123.1809747
2004.02.16.09.52.39,0.041409918,6.43E-05,0.069288672,0.000928875,0.088405011,0.069655588,4.995259944,0.5602556,0.034532796,684600,0.828,,-8518122.309,-130087.1611,797.1570785,123.1809747
2004.02.16.10.02.39,0.041973446,4.77E-05,0.068652393,0.000929397,0.08764679,0.071124473,4.987669818,0.413727954,0.021974405,685200,0.857,,-5898921.569,-122916.5817,799.1536122,123.1809747
2004.02.16.10.12.39,0.031846115,6.26E-05,0.070034619,0.000939008,0.0895197,0.072092019,5.008026426,0.497964962,0.012972736,685800,0.839,,-9985489.268,-135640.7634,710.2876467,123.1809747
2004.02.16.10.22.39,0.041069941,5.14E-05,0.069951172,0.000944934,0.08913656,0.073136627,5.005141768,0.449155424,-0.004073791,686400,0.889,,-11329590.64,-140228.4018,700.6947329,123.1809747
2004.02.16.10.32.39,0.043355379,6.41E-05,0.068790576,0.000933514,0.088195332,0.074187342,4.992616491,0.513491407,0.024026917,687000,0.828,,-10729786.6,-139048.9975,699.3461218,123.1809747
2004.02.16.10.42.39,0.038712215,7.18E-05,0.069293457,0.000931717,0.088456639,0.067878464,4.997328145,0.484893495,-0.075577309,687600,0.903,,-8798074.219,-133918.1614,649.6377979,123.1809747
2004.02.16.10.52.39,0.041144841,5.79E-05,0.070170361,0.000953642,0.090150743,0.07252735,5.013763963,0.621777002,0.004514337,688200,0.891,,-6480340.768,-127641.7897,726.1958183,123.1809747
2004.02.16.11.02.39,0.041068638,6.26E-05,0.071073193,0.000956022,0.090710418,0.071292624,5.021442607,0.488814135,-0.022285239,688800,0.886,,-7847636.651,-132298.1803,746.7307444,123.1809747
2004.02.16.11.12.39,0.044365882,8.08E-05,0.07035752,0.00095841,0.089914415,0.077730764,5.013524655,0.449616915,-0.038974657,689400,0.849,,-4997627.219,-124442.6896,798.5290709,123.1809747
2004.02.16.11.22.39,0.03121461,4.62E-05,0.071536377,0.000962973,0.091037061,0.072992011,5.026271593,0.363412616,-0.009687211,690000,0.869,,-6598390.168,-129791.9603,737.3828298,123.1809747
2004.02.16.11.32.39,0.036037984,5.33E-05,0.070353223,0.000951752,0.090113338,0.073711263,5.014253313,0.545227936,0.019480439,690600,0.894,,-6003958.14,-128628.6277,673.4256158,123.1809747
2004.02.16.11.42.39,0.039291189,4.45E-05,0.0716854,0.000969594,0.092094735,0.071333132,5.034800478,0.627469534,-0.009970193,691200,0.788,,-9371543.328,-139219.4109,694.4807396,123.1809747
2004.02.16.11.52.39,0.041981143,6.60E-05,0.069493701,0.000944909,0.089208371,0.075173523,5.00296176,0.58711577,0.002476806,691800,0.908,,-7311899.158,-133708.6473,777.5399836,123.1809747
2004.02.16.12.02.39,0.040081959,7.10E-05,0.070390723,0.000945234,0.089728861,0.073406447,5.010487592,0.514670699,0.017609434,692400,0.796,,-5865688.444,-130018.2212,755.4232807,123.1809747
2004.02.16.12.12.39,0.040527174,6.65E-05,0.07124165,0.000961934,0.091093893,0.073754475,5.025905562,0.459517461,-0.028710428,693000,0.91,,-4187495.618,-125639.3991,763.7371699,123.1809747
2004.02.16.12.22.39,0.0354608,5.19E-05,0.071755273,0.000966665,0.091823971,0.069312302,5.033365711,0.583255652,-0.030483543,693600,1.066,,-8253424.929,-138302.1297,727.6829642,123.1809747
2004.02.16.12.32.39,0.032198083,6.92E-05,0.070197168,0.000945594,0.089815839,0.070732705,5.010597514,0.531352695,-0.00426558,694200,0.832,,-5077046.112,-129478.459,759.391314,123.1809747
2004.02.16.12.42.39,0.038681081,7.11E-05,0.071434717,0.000962761,0.091236993,0.074241364,5.027407837,0.430729992,-0.050528894,694800,0.869,,-6698303.86,-134888.4901,713.8058192,123.1809747
2004.02.16.12.52.39,0.035568198,4.80E-05,0.070895898,0.000959944,0.090868854,0.074618338,5.022681389,0.543120842,-0.030888378,695400,0.876,,-8769053.999,-141631.8507,734.1852283,123.1809747
2004.02.16.13.02.39,0.038186949,4.57E-05,0.070180713,0.000944827,0.089624433,0.070988033,5.010118019,0.500056835,-0.032418574,696000,0.874,,-7223661.496,-137646.882,794.3714805,123.1809747
2004.02.16.13.12.39,0.043242086,7.16E-05,0.070282275,0.000947467,0.089824045,0.073633404,5.012989671,0.443080048,0.008680004,696600,0.944,,-5719228.761,-133783.6674,779.8479937,123.1809747
2004.02.16.13.22.39,0.039866195,4.54E-05,0.071500439,0.000970672,0.091406177,0.07616285,5.028577891,0.582812563,0.005042526,697200,0.808,,-6709493.758,-137321.7,724.9384121,123.1809747
2004.02.16.13.32.39,0.0409319,6.86E-05,0.072059473,0.000971311,0.091958535,0.072622435,5.035522707,0.435966562,-0.055027477,697800,0.767,,-5158465.262,-133319.9112,819.8455432,123.1809747
2004.02.16.13.42.39,0.027686999,6.02E-05,0.070613623,0.000948541,0.090398737,0.069616654,5.017847101,0.479126825,-0.008994214,698400,0.903,,-3905149.691,-130201.6783,814.4479349,123.3030569
2004.02.16.13.52.39,0.031018563,5.67E-05,0.071648438,0.000973751,0.091618552,0.073085521,5.032196995,0.477321922,-0.035956677,699000,0.849,,-8052968.132,-143107.649,658.9993547,123.3030569
2004.02.16.14.02.39,0.042328624,5.79E-05,0.071238135,0.000974222,0.091443056,0.077108086,5.028002974,0.575522989,0.018024299,699600,0.869,,-6592171.097,-139373.4824,780.5675232,123.1809747
2004.02.16.14.12.39,0.038222758,5.02E-05,0.070970605,0.000953517,0.090383851,0.070005367,5.018604705,0.38541035,0.011194815,700200,0.779,,-6805263.61,-140605.7644,756.9542874,123.1809747
2004.02.16.14.22.39,0.03434998,5.53E-05,0.071172998,0.000966167,0.091011682,0.071782862,5.02447162,0.506970357,0.015227645,700800,0.953,,-7894185.347,-144436.4612,718.4166232,123.1809747
2004.02.16.14.32.39,0.034114806,5.42E-05,0.071216992,0.000962745,0.091114991,0.070802459,5.025526342,0.542003747,0.019900165,701400,0.994,,-1867328.311,-127155.9094,825.5496611,123.3030569
2004.02.16.14.42.39,0.030577117,7.12E-05,0.072997412,0.000991525,0.093165065,0.074310892,5.047457801,0.560982095,-0.00237553,702000,0.821,,-4563803.092,-135755.886,774.6469489,123.3030569
2004.02.16.14.52.39,0.033703372,5.35E-05,0.072084717,0.000970447,0.091960306,0.072343272,5.036190139,0.394868975,-0.006081435,702600,0.991,,-4760219.738,-136938.5734,761.9522257,123.1809747
2004.02.16.15.02.39,0.029958418,8.31E-05,0.071552051,0.000980598,0.092204562,0.070910194,5.033844699,0.743297555,0.042682116,703200,0.813,,-7795922.311,-146545.2632,631.197466,123.1809747
2004.02.16.15.12.39,0.042856573,5.59E-05,0.071476416,0.000977481,0.091829873,0.079074516,5.03008811,0.551778402,-0.080153909,703800,0.917,,-4178105.781,-136411.6006,760.0476353,123.1809747
2004.02.16.15.22.39,0.040876186,6.61E-05,0.073186182,0.001002193,0.093411005,0.080875833,5.050954643,0.462522649,-0.002915252,704400,0.828,,-8198687.841,-148940.2499,604.1913798,123.1809747
2004.02.16.15.32.39,0.033778876,7.68E-05,0.072479883,0.001003763,0.093149358,0.076503906,5.046319935,0.621558036,0.020015576,705000,0.925,,-3232628.015,-134806.6765,747.2446367,123.1809747
2004.02.16.15.42.39,0.036175515,6.24E-05,0.072833008,0.000996411,0.093612582,0.072854607,5.051309049,0.594437285,-0.062882687,705600,0.82,,-2736469.217,-133934.9236,683.875632,123.1809747
2004.02.16.15.52.39,0.02830258,7.08E-05,0.073799512,0.001002186,0.094536476,0.072897732,5.06139953,0.494822312,-0.034997712,706200,0.838,,-5568290.329,-142936.3574,651.3009137,123.1809747
2004.02.16.16.02.39,0.041835792,6.67E-05,0.07424248,0.001016793,0.094881796,0.079676191,5.066814346,0.45458475,-0.053451329,706800,0.903,,-3316100.049,-136854.5741,650.7404513,123.1809747
2004.02.16.16.12.39,0.031736977,7.00E-05,0.074920264,0.001026525,0.095911157,0.075551043,5.075835959,0.512133444,0.011267629,707400,0.945,,-3946556.535,-139324.9381,692.6212522,123.1809747
2004.02.16.16.22.39,0.036569502,6.14E-05,0.073812354,0.001013528,0.094536247,0.073670987,5.063276065,0.450302492,-0.021704375,708000,0.872,,-6907449.641,-148709.5799,573.2197975,123.1809747
2004.02.16.16.32.39,0.043284255,6.66E-05,0.073847803,0.001025168,0.094844041,0.081549692,5.064285977,0.536243511,-0.031520184,708600,0.889,,-5898064.239,-146314.8877,592.1578696,123.1809747
2004.02.16.16.42.39,0.041711335,5.45E-05,0.074527344,0.0010274,0.095598693,0.074356898,5.073323376,0.470035161,-0.029625122,709200,0.867,,-2455125.06,-136700.3186,662.3022354,123.1809747
2004.02.16.16.52.39,0.030752655,9.23E-05,0.075196973,0.00102787,0.096270685,0.078736088,5.08004885,0.482147738,-0.016392114,709800,0.816,,-3163058.002,-139400.7267,611.2823613,123.3030569
2004.02.16.17.02.39,0.036201945,5.79E-05,0.075103516,0.001032334,0.096293439,0.077015892,5.080987599,0.480914993,0.000408817,710400,0.974,,-8462238.288,-155722.3919,544.7848308,123.1809747
2004.02.16.17.12.39,0.044755927,5.88E-05,0.073551074,0.001025583,0.094988407,0.081314372,5.062720354,0.751158647,0.021382801,711000,0.967,,-7306805.557,-152894.4305,564.8117819,123.1809747
2004.02.16.17.22.39,0.040540618,7.57E-05,0.074103564,0.001032743,0.095520744,0.082549179,5.068553705,0.656478306,-0.038974766,711600,0.898,,-5792686.786,-149002.086,660.3612419,123.1809747
2004.02.16.17.32.39,0.036673542,5.02E-05,0.074142139,0.001024396,0.094922883,0.078125952,5.065235547,0.519503689,-0.04191146,712200,0.945,,-5106403.445,-147565.9579,690.0242072,123.1809747
2004.02.16.17.42.39,0.038530055,5.66E-05,0.073733398,0.001007362,0.094282045,0.078657225,5.060643251,0.479556227,0.02479425,712800,0.879,,-8748798.474,-158972.3167,618.614538,123.1809747
2004.02.16.17.52.39,0.041884148,6.52E-05,0.072255225,0.001013,0.093316461,0.080734382,5.045549616,0.69006656,-0.041447535,713400,1.045,,-5433258.177,-149736.2038,515.5397391,123.1809747
2004.02.16.18.02.39,0.041716166,7.63E-05,0.076612158,0.001066364,0.09846558,0.080456968,5.100901882,0.614202418,0.007110729,714000,0.867,,-8173367.635,-158465.4216,537.5677459,123.1809747
2004.02.16.18.12.39,0.041281489,7.48E-05,0.073932813,0.001025223,0.09505307,0.082046071,5.06748144,0.521436096,-0.030028712,714600,0.859,,-4521064.212,-148229.7761,592.2331415,123.1809747
2004.02.16.18.22.39,0.036224481,5.65E-05,0.074217432,0.001024202,0.095589843,0.073650476,5.071465301,0.546196713,-0.049734831,715200,1.03,,-8105690.825,-159464.7411,490.3368966,123.1809747
2004.02.16.18.32.39,0.042711432,5.34E-05,0.075319434,0.001054303,0.09694473,0.08518857,5.083666725,0.706601471,0.037076947,715800,1.011,,-6385859.203,-154962.3356,529.8987067,123.1809747
2004.02.16.18.42.39,0.04053305,6.36E-05,0.075016406,0.001039576,0.096511409,0.080996594,5.08134451,0.586812653,0.005347424,716400,0.832,,-2117554.036,-142898.8458,673.4163599,123.1809747
2004.02.16.18.52.39,0.03854286,5.91E-05,0.074843262,0.001042236,0.09612524,0.07527559,5.077196353,0.557417139,-0.028977505,717000,0.96,,-5113918.246,-152388.5518,602.5778268,123.1809747
2004.02.16.19.02.39,0.034911565,5.99E-05,0.074834424,0.001036738,0.096153386,0.078599948,5.078762389,0.564393543,0.006107862,717600,0.882,,-2538503.065,-145347.6474,690.1605381,123.1809747
2004.02.16.19.12.39,0.032646229,4.13E-05,0.074585205,0.001021945,0.095680155,0.076251586,5.072574758,0.543620773,-0.020913074,718200,0.883,,-5786226.774,-155583.1498,591.0990204,123.1809747
2004.02.16.19.22.39,0.026577641,5.35E-05,0.074505762,0.001032597,0.095885434,0.0784034,5.074258645,0.567598421,-0.027514076,718800,0.815,,-4625884.711,-152740.2426,721.5991701,123.3030569
2004.02.16.19.32.39,0.031834345,5.48E-05,0.07259292,0.001003846,0.093591219,0.075196906,5.049660454,0.577179757,0.045614765,719400,1.077,,-5899162.197,-157118.5256,509.2989315,123.1809747
2004.02.16.19.42.39,0.037710906,5.53E-05,0.075940039,0.001058118,0.097801393,0.077004498,5.093621199,0.677188612,-0.028431936,720000,0.93,,-5561144.385,-156715.4701,570.1631058,123.1809747
